xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
432,MAD RIVER VALLEY TELEVISION INC,2018,990EZ,PO BOX 1275,WAITSFIELD,mrvtv.com,030357623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160394,NA,NA,NA
436,MIDDLEBURY COMMUNITY MUSIC CENTER,2018,990,6 MAIN STREET,MIDDLEBURY,WWW.MCMCVT.ORG,471178640,2014,NA,SADIE BRIGHTMAN,26,NA,503962,510589,-6627,531076,510589,36050,223373,27134,196239,397455,104275,418859
438,MILTON ARTISTS GUILD INC,2019,990EZ,PO BOX 369,MILTON,miltonartistsguild.org,800379539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53462,NA,NA,NA
442,MUSIC CAMPS NORTH INC,2018,990EZ,PO BOX 674,PUTNEY,HTTP://MUSICCAMPSNORTH.COM,813425061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34831,NA,NA,NA
447,NEXT STAGE ARTS PROJECT INCORPORATED,2019,990,PO BOX 251,PUTNEY,WWW.NEXTSTAGEARTS.ORG,452157212,NA,"Next Stage Arts Project is a non-profit organization dedicated to helping art happenthrough the programming, development and operation of the Next Stage theater, a newly renovated performing arts facility in Putney, Vermont. We celebrate the diversity of artistic expression by fostering a collaborative environment for audiences, performers, and community based arts and educational organizations, and we are committed to enhancing the village of Putney as a cultural center.",JIM JOHNSON,NA,53,220942,301496,-80554,253813,301496,-47715,1369569,42113,1327456,123194,135139,94592
449,Northeast Kingdom Arts Council Inc,2018,990,PO Box 476,Hardwick,www.hardwicktownhouse.org,030371888,2001,The mission of the Northeast Kingdom Arts Council is to preserve the historic Hardwick Town House while making it a dynamic center of arts and culture for the region through educational and entertaining programming,Tess Martin,NA,30,51014,49696,1318,18981,49696,1970,71162,NA,71162,NA,2305,5864
450,Northeast Organic Farming Association of Vermont Inc,2018,990,PO Box 697,Richmond,www.nofavt.org,223260420,1971,"Northeast Organic Farming Association of Vermont works with farmers, gardeners and consumers to promote an economically viable and ecologically sound Vermont food system. Our vision consists of small farms and agriculturally based businesses",Andrew Knafel,27,165,2537876,2470499,67377,2563947,2470499,19821,3735587,264222,3471365,1195170,1220201,1100587
452,OLDCASTLE PRODUCTIONS INC,2019,990,PO BOX 1555,BENNINGTON,OLDCASTLETHEATRE.ORG,237288883,1973,NA,THOMAS LENKOWSKI,38,50,570987,391535,179452,424219,391535,48989,434288,NA,NA,221615,313567,92674
453,OPERA THEATRE OF WESTON INC,2014,990EZ,100 DALE ROAD,WESTON,N/A,030366317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30891,NA,NA,NA
454,ORLEANS COUNTY HISTORICAL SOCIETY,2018,990,109 OLD STONE HOUSE ROAD,BROWNINGTON,WWW.OLDSTONEHOUSEMUSEUM.ORG,036010727,1916,"THE MISSION OF THE ORLEANS COUNTY HISTORICAL SOCIETY IS TO SHARE OUR UNIQUE HISTORY THROUGH PRESERVATION, EDUCATION, AND INSPIRATION.",MOLLEY VEYSEY,NA,60,529539,447826,81713,508844,447826,-50219,2575933,212371,2363562,91830,137530,100361
456,Preservation Trust of Vermont Inc,2018,990,104 Church Street,Burlington,www.ptvermont.org,030281195,1980,"To initiate, stimulate, and assist local and statewide efforts to preserve and use Vermont's rich collection of historic, architectural, cultural, and community resources.",Elizabeth M Gamache,NA,30,1881352,1701557,179795,1869734,1701557,-385419,9046034,298502,8747532,416526,1556511,73686
459,PURPLE CRAYON PRODUCTIONS INC,2018,990PF,C/O RICHARD BACCARI PO BOX 1014,YORKTOWN HEIGHTS,NA,550886480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,NA,NA,NA,NA,830483990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,River Gallery School Inc,2019,990,32 Main Street,Brattleboro,www.rivergalleryschool.org,030282269,1976,Art education,William Penniman,23,125,397229,398521,-1292,434562,398521,7134,123937,31827,92110,226616,197930,232867
468,Safer Society Foundation Inc,2019,990,P O Box 340,Brandon,NA,030347466,1995,To help build a society safe from sexual abuse and personal violence and minimize the harmful impact of parental incarceration on children and families.,Carmelita Brown,NA,NA,318898,366346,-47448,316167,366346,-21544,165637,128313,37324,200565,24017,NA
471,Shires Media Partnership Inc,2016,990EZ,407 Harwood Hill,Bennington,www.wbtnam.org,371568268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33861,NA,NA,NA
472,SPRINGFIELD AREA PUBLIC ACCESS,2019,990,303 SOUTH STREET,SPRINGFIELD,WWW.SAPATV.ORG,030358977,NA,PROVIDE PUBLIC ACCESS TELEVISION,JARED R GUNNELL,NA,20,207212,221034,-13822,205866,221034,-16784,360720,23500,337220,165644,591,204678
474,NA,NA,NA,NA,NA,NA,222582956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,SPRUCE PEAK ARTS CENTER FOUNDATION INC,2017,990,7320 MOUNTAIN ROAD,STOWE,WWW.SPRUCEPEAKARTS.ORG,900146728,2004,NA,HOPE SULLIVAN,16,42,1040507,1215920,-175413,1216952,1215920,-136529,6764343,71184,NA,429932,745268,471632
478,STOWE VOLUNTEER FIREFIGHTERS INC,2019,990EZ,PO BOX 1132,STOWE,N/A,030324655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89542,NA,NA,NA
480,Studio Place Arts Inc,2018,990,201 North Main Street,Barre,www.studioplacearts.com,030357848,1998,The mission of SPA is to provide the general public with a vital center for the visual arts through: (1) Mounting original exhibits; (2) Teaching a broad spectrum of visual arts and crafts; (3) Creating opportunities for people to see and interact with working artists (4) Renting studios to working artists at reasonable rates.,Darryl Garland,NA,25,125976,115687,10289,92458,115687,-32189,540235,293793,246442,63469,64804,24628
486,TOWN HALL THEATER INC,2019,990,PO BOX 128,MIDDLEBURY,WWW.TOWNHALLTHEATER.ORG,030358794,1998,"COMMUNITY THEATER IN THE HISTORIC MIDDLEBURY TOWN HALL. THE TOWN HALL THEATER PROUDLY PRESENTS OVER 150 EVENTS PER YEAR AND OFFERS PERFORMING ARTS CLASSES AND IN-SCHOOL RESIDENCIES. THE WIDE VARIETY OF OFFERINGS INCLUDE OPERA, THEATER, FILM, LIVE MUSIC AND COMEDY. THE JACKSON GALLERY FEATURES ROTATING EXHIBITS FROM SOME OF VERMONT'S FINEST ARTISTS.",BENJAMIN DEPPMAN,25,170,1526398,991913,534485,892098,991913,-36544,6054384,524410,5529974,433342,433031,253541
487,VERMONT CENTER FOR PHOTOGRAPHY,2018,990EZ,49 FLAT STREET,BRATTLEBORO,WWW.VCPHOTO.ORG,562376766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12135,NA,NA,NA
490,Vermont Community Access Media Inc,2019,990,208 Flynn Avenue,Burlington,www.vermontcam.org,460469007,2001,"VCAM's mission is to promote free speech, civic engagement, government transparency and public dialogue by enabling easy access to the expanding world of media.",Seth Mobley,11,75,808586,784147,24439,765736,784147,79190,2113444,71989,2041455,402361,746643,7161
491,VERMONT HISTORICAL SOCIETY,2018,990,60 WASHINGTON STREET,BARRE,WWW.VERMONTHISTORY.ORG,030179602,1838,"THE VERMONT HISTORICAL SOCIETY ENGAGES BOTH VERMONTERS AND ""VERMONTERS-AT- HEART"" ON THE EXPLORATION OF OUR STATE'S RICH HERITAGE. OUR PURPOSE IS TO REACH A BROAD AUDIENCE THROUGH OUR OUTSTANDING COLLECTIONS, STATEWIDE OUTREACH, AND DYNAMIC PROGRAMMING. WE BELIEVE THAT AN UNDERSTANDING OF THE PAST CHANGES LIVES AND BUILDS BETTER COMMUNITIES.",STEPHEN PERKINS,19,120,3120791,1865100,1255691,1858406,1865100,-263524,9741958,1355168,8386790,1073380,1528187,44920
496,Vermont Symphony Orchestra Association Inc,2018,990,2 Church Street,Burlington,www.vso.org,030222134,1938,NA,NA,143,292,1508828,1500020,8808,1825104,1500020,205121,5149301,467982,NA,846418,945846,488511
499,Weston Community Association Inc,2018,990,PO Box 126,Weston,N/A,036007735,1922,"Purposes of the Association are non-profit, charitable and educational for its membership, the residents of Weston, and the general public by promoting civic and social activities through the maintenance and operation of a community center, theater, restaurant, museums and historical buildings; and through the maintenance of Cold Spring Brook Memorial Park; all for the benefit of its membership, residents of Weston, guests and general public, and all other purposes permissible under its Charter and the Internal Revenue Code.",David A Raymond,NA,19,172308,243149,-70841,214074,243149,55267,1644659,28745,1615914,NA,65749,84299
500,NA,NA,NA,NA,NA,NA,201571658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,2018,NA,PO BOX 6243,RUTLAND,WWW.WONDERFEETKIDSMUSEUM.ORG,NA,NA,"WONDERFEET KIDS MUSEUM FOSTERS CURIOSITY AND EXPLORATION, INSPIRES CREATIVITY AND IGNITES THE IMAGINATION OF EVERY CHILD THROUGH THE POWER OF PLAY.",DANIELLE MONROE,12,10,250404,207860,42544,188887,207860,-45852,114489,4470,110019,154628,92566,55810
504,1761 Arts Inc,2018,990,316 Old Mill Road,East Arlington,1761arts.org,821117858,2017,The organizations mission is to foster collaborations on both the individual and organizational levels with the purpose of developing revolutionary ideas in the arts and humanities. These initiatives are coupled with youth education and mentorship.,Joshua Sherman President,NA,NA,137900,23671,114229,91434,23671,-10322,539530,435623,103907,NA,60639,24589
505,AIM4HAITI CORPORATION,2019,990,2 ACORN CIRCLE,ESSEX JUNCTION,WWW.AIM4HAITI.COM,820862992,2017,"Partnering with local Haitian community leaders and financially supporting self sustaining projects such as planting trees to provide food for community members. In addition to supporting a malnutrition program in rural clinic, building new home, providing families with goats and chickens and community food distribution during crisis.",GILLIAM COMPO,NA,NA,2500,2500,NA,3000,2500,NA,NA,NA,NA,NA,3000,NA
509,BARRE OPERA HOUSE INC,2016,990,PO BOX 583,BARRE,N/A,030270440,1982,PERFORMING ARTS CENTER,BILL KOCH,NA,174,472261,444906,27355,459655,444906,5559,649864,21119,628745,158361,73035,355910
510,NA,NA,NA,NA,NA,NA,200941504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,BENNINGTON COUNTY CHILD CARE ASSOCIATES,2019,990,PO BOX 565,BENNINGTON,N/A,030307784,2008,TRAINING FOR EARLY CHILD CARE,NA,NA,NA,27273,30785,-3512,7403,30785,229,-3283,NA,-3283,NA,7403,NA
514,Better Bennington Corporation,2017,990EZ,215 South Street,Bennington,www.betterbennington.com,030280939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8281,NA,NA,NA
516,NA,2016,NA,NA,Montpelier,brightbluemedia.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,NA,NA,NA
519,COMMUNITY ACCESS TELEVISION INC,2019,990,85 N MAIN STREET NO 142,WHITE RIVER JCT,WWW.CATV8.ORG,223205843,1993,NA,PEGGY ALLEN,27,NA,476300,427259,49041,510138,427259,86703,517715,8920,508795,264179,22609,487055
520,NA,2013,990EZ,NA,NA,N/A,030362377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563,NA,NA,NA
521,CENTRAL VERMONT COMMUNITY TELEVISIO,2019,990,386 NORTH MAIN STREET,BARRE,N/A,030346298,1995,THE PRIMARY MISSION IS TO PRODUCE AND CABLECAST COVERAGE OF MUNICIPAL AND GOVERNMENT PROCEEDINGS AND SUPPORT AND PROMOTE PROGRAMS OF LOCAL INTEREST WHICH HAVE BEEN PRODUCED BY MEMBERS OF THE COMMUNITY.,TONY CAMPOS,NA,NA,313518,302044,11474,312602,302044,-15273,182849,NA,182849,NA,273340,38276
540,FRIENDS OF THE BRATTLEBORO MUSIC,2018,990,72 BLANCHE MOYSE WAY,BRATTLEBORO,WWW.BMCVT.ORG,036009983,1952,"THE MISSION OF THE FRIENDS OF THE BRATTLEBORO MUSIC CENTER, INC. IS TO FOSTER THE JOY AND UNDERSTANDING OF MUSIC.",JOE MADISON,NA,80,1294907,922718,372189,1091182,922718,113337,6040295,41599,5998696,198468,694233,355155
543,FRIENDS OF THE OPERA HOUSE AT,2019,990EZ,PO BOX 1250,ENOSBURG FALLS,N/A,030353647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30957,NA,NA,NA
546,Gallery at the Vault Incorporated,2017,990EZ,68 Main Street,Springfield,N/A,030370671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24227,NA,NA,NA
547,George W Mergens Foundation,2017,990PF,PO Box 633,Milton,NA,030345055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,NA,NA,NA,NA,550852434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,GRACE Cares Inc,2019,990,773 Guilford Street,Brattleboro,NA,542081309,2002,"Our Mission is to empower communities to foster, preserve, and share their indigenous cultures and traditions. This is accomplished by building healthy, educated, productive communities. GRACE Cares provides expertise, funding, and support for health, education, cultural preservation, and economic development projects.",NA,NA,NA,129520,131779,-2259,94566,131779,-7432,28952,NA,28952,NA,69714,NA
554,GREEN MOUNTAIN CULTURAL CENTER INC,2014,990,PO BOX 1362,WAITSFIELD,N/A,030320994,1989,"THE PRIMARY PURPOSE OF THE ORGANIZATION IS TO PROMOTE THE VISUAL AND PERFORMING ARTS EXPERIENCE FOR THE GENERAL PUBLIC IN THE FORMS OF AN OPERA FESTIVAL, PHOTOGRAPHY SHOW AND ART SHOW.",WENDY BRAUER,NA,NA,275828,289116,-13288,192813,289116,-49232,40809,869,39940,NA,106342,59157
559,HISTORIC WINDSOR INC,2018,990,PO BOX 1777,WINDSOR,WWW.PRESERVATIONWORKS.ORG,237193230,1971,NA,JUDY HAYWARD,NA,NA,83373,98414,-15041,105157,98414,7433,248691,55426,193265,54936,28311,69824
562,INSIGHT PRODUCTIONS INC,2018,990EZ,PO BOX 96,MARLBORO,N/A,043392078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49520,NA,NA,NA
565,Kingdom Access Television,2019,990,515 Bay Street Suite 202,Saint Johnsbury,N/A,030340233,1994,"Our mission is to encourage, create and support community based programming and media by and for the communities we serve, promoting free speech and deomcracy concepts from area individuals and institutions through a non-profit, non- editorialized vision - to remain free of advertising, political and other influences.",Jamie Dimick,14,NA,NA,NA,NA,269697,NA,28551,251682,6133,245549,148276,244605,NA
569,LYRIC THEATRE COMPANY,2018,990,PO BOX 1688,WILLISTON,WWW.LYRICTHEATREVT.ORG,237349046,1973,"THE MISSION OF LYRIC THEATRE COMPANY IS TO PRODUCE MUSICALS AND DRAMATIC PERFORMANCES OF PROFESSIONAL QUALITY FOR NORTHERN NEW ENGLAND. WE OFFER BOTH MEMBERS AND THE PUBLIC OPPORTUNITIES FOR LEARNING AND GROWTH BY VOLUNTEERING WITHIN THE LYRIC ORGANIZATION. AS A COMMUNITY THEATRE, WE ARE COMMITTED TO KEEPING OUR PROGRAMS AFFORDABLE, OFFERING EDUCATIONAL AND THEATRICAL ACTIVITIES, SHARING RESOURCES AND WORKING COOPERATIVELY WITH OTHER COMMUNITY GROUPS.",ERIN EVARTS,NA,358,460498,488241,-27743,936763,488241,339291,2326083,329347,1996736,101381,453172,506538
575,MOONBOX PRODUCTIONS INC,2018,990,C/O DINSE KNAPP MCANDREW209BATTERY,BURLINGTON,MOONBOXPRODUCTIONS.ORG,453114466,2011,"MOONBOX PRODUCTIONS IS DEDICATED TO SUPPORTING LOCAL ARTS AND LOCAL ARTISTS, AND TO CONNECTING COMMUNITIES TO THE NON-PROFIT ORGANIZATIONS THAT SERVE THEM.",SHARMAN BALTSHULER,111,NA,496702,446731,49971,601665,446731,10002,478815,30233,448582,175476,505147,96518
578,NEW ENGLAND CENTER FOR CIRCUS ARTS INC,2019,990,10 TOWN CRIER DRIVE,BRATTLEBORO,NECENTERFORCIRCUSARTS.ORG,260495118,2007,"TO CREATE A SCHOOL, FACILITY AND COMMUNITY WHERE CIRCUS ARTS ARE AVAILABLE TO THE GENERAL PUBLIC AND TO INSPIRE STUDENTS OF ALL SKILL LEVELS, AGES, ABILITIES, AND ASPIRATIONS.",ELIZABETH WOHL,66,60,1198334,1217992,-19658,1218011,1217992,-15462,2399435,1577991,821444,796056,112745,1104775
579,Northeast Addison Television Inc,2019,990EZ,25B Main Street,Bristol,www.neatbristol.com,010621878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110999,NA,NA,NA
585,OLD DOG DOCUMENTARIES INC,2018,990EZ,16 CHURCH STREET,WOODSTOCK,WWW.OLDDOGDOCUMENTARIES.COM,261684638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30512,NA,NA,NA
592,NA,NA,NA,NA,NA,NA,030212900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,RUTLAND REGION COMMUNITY TELEVISION,2019,990,1 SCALE AVE 108 BLDG 24,RUTLAND,WWW.PEGTV.COM,030343449,1993,TO SUPPORT AND PROMOTE PROGRAMS BY INDEPENDENT PRODUCERS IN THE RUTLAND REGION FOR EDUCATION GOVERNMENTAL AND PUBLIC ACCESS,NA,16,151,905762,820665,85097,913861,820665,138295,2783799,51085,2732714,474601,NA,882823
601,STARBASE VERMONT INCORPORATED,2018,990EZ,62 NCO DRIVE,SOUTH BURLINGTON,WWW.STARBASEVT.ORG,030357350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61534,NA,NA,NA
604,THE FB STEARNS SUPPORTING ORGANIZATION,2018,990EZ,978 DURGIN HILL ROAD,VERSHIRE,N/A,347108261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,THE VALLEY PLAYERS INC,2018,990EZ,PO BOX 441,WAITSFIELD,WWW.VALLEYPLAYERS.COM,030278673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96798,NA,NA,NA
614,Vermont Museum of Natural History Inc,2018,990EZ,7599 Vermont Route 9,West Marlboro,www.vermontmuseum.org,030353083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325156,NA,NA,NA
616,Vermont Public Radio,2018,990,365 Troy Avenue,Colchester,VPR.NET,030259051,1975,"Listener-supported Vermont Public Radio has been serving the people of Vermont and the surrounding region since 1977. As Vermonts only statewide public radio network, VPR provides an essential and trusted independent voice for news, information, music and cultural exploration for the people of our region. Our purpose is to inspire an informed public and an engaged community.",NA,101,45,12116470,10086793,2029677,10881705,10086793,595439,30152050,447935,29704115,5185521,7119399,2538047
618,Vermont Stage Company,2018,990,110 Main Street,Burlington,www.vermontstage.org,030342411,1994,"To create theatre that makes our community a better place by producing plays that show us that what we have in common is more powerful than what separates us, providing a supportive professional environment in which theatre artists are inspired to perform their best work, enhancing the cultural and commercial vitality of our community, and encouraging the development of Vermont audiences and their love of theatre.",Cristina Alicea,NA,87,528931,494474,34457,521150,494474,23163,211436,67727,143709,106202,231422,274037
622,VERY MERRY THEATRE,2019,990,77 POMEROY STREET,BURLINGTON,WWW.VERYMERRYTHEATRE.ORG,043608726,2002,NA,DONALD WRIGHT,52,NA,257924,235551,22373,269623,235551,-48,38119,3097,35022,167829,56732,193169
626,Woodstock Community Trust Inc,2019,990,PO Box 802,Woodstock,www.woodstockcommunitytrust.com,030357761,1997,"The Woodstock Community Trust provides community-centered solutions for housing, commercial spaces, and preservation of agricultural land and natural areas while working toward a sustainable economic and enviromental future for Woodstock and it's citizens.",Maggie Fink,NA,NA,52700,19227,33473,520485,19227,474227,522620,14920,507700,NA,518385,2100
627,Yestermorrow Inc,2019,990,7865 Main Street,Waitsfield,www.yestermorrow.org,030278594,1980,"Yestermorrow Design/Build School inspires people to create a better, more sustainable world by providing hands-on education that integrates design and craft as a creative, interactive process.",John Connell,24,NA,1082281,1120576,-38295,1199752,1120576,85414,1410252,174837,1235415,653274,223826,902483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
